Id,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_LPG,Fuel_Type_Petrol,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third,Mileage_Type_km/kg,Mileage_Type_kmpl,Transmission_Automatic,Transmission_Manual
257,2011,35000,19.7,796.0,35.0,5.0,1.85,0,0,0,0,1,0,0,0,1,0,1,0,1
258,2017,27872,20.4,1197.0,81.8,5.0,5.95,0,0,0,0,1,0,0,1,0,0,1,0,1
259,2014,16514,18.9,1197.0,82.0,5.0,3.75,0,0,0,0,1,1,0,0,0,0,1,0,1
260,2012,120000,22.9,1248.0,74.0,5.0,3.75,0,1,0,0,0,1,0,0,0,0,1,0,1
261,2008,143275,22.0,1582.0,126.2,5.0,2.6,0,1,0,0,0,1,0,0,0,0,1,0,1
263,2010,52000,17.0,1197.0,80.0,5.0,2.8,0,0,0,0,1,1,0,0,0,0,1,0,1
264,2017,29819,11.57,2987.0,254.79,5.0,61.29,0,1,0,0,0,1,0,0,0,0,1,1,0
265,2014,57000,15.8,2148.0,170.0,5.0,18.0,0,1,0,0,0,0,0,1,0,0,1,0,1
266,2014,88500,23.2,1248.0,73.94,5.0,4.35,0,1,0,0,0,1,0,0,0,0,1,0,1
267,2016,28000,19.67,1582.0,126.2,5.0,13.75,0,1,0,0,0,1,0,0,0,0,1,0,1
268,2010,67000,19.0,998.0,66.1,5.0,2.0,0,0,0,0,1,1,0,0,0,0,1,0,1
269,2016,26000,19.64,1461.0,108.45,5.0,10.0,0,1,0,0,0,1,0,0,0,0,1,0,1
270,2010,120000,17.8,1248.0,76.0,5.0,1.65,0,1,0,0,0,1,0,0,0,0,1,0,1
271,2017,51982,16.55,2993.0,258.0,5.0,45.77,0,1,0,0,0,1,0,0,0,0,1,1,0
272,2010,36000,20.36,1197.0,78.9,5.0,3.25,0,0,0,0,1,0,0,1,0,0,1,0,1
273,2016,47000,12.8,2494.0,102.0,7.0,12.8,0,1,0,0,0,1,0,0,0,0,1,0,1
274,2002,60000,17.3,993.0,60.0,5.0,0.55,0,0,0,0,1,0,0,0,1,0,1,0,1
275,2018,31025,28.4,1248.0,74.0,5.0,7.15,0,1,0,0,0,1,0,0,0,0,1,0,1
276,2013,105000,12.05,2179.0,120.0,8.0,7.0,0,1,0,0,0,0,0,1,0,0,1,0,1
277,2017,121900,22.95,1248.0,74.0,5.0,3.75,0,1,0,0,0,1,0,0,0,0,1,0,1
278,2017,22695,18.88,999.0,123.24,5.0,8.5,0,0,0,0,1,1,0,0,0,0,1,0,1
279,2012,73000,23.4,1248.0,74.0,5.0,4.35,0,1,0,0,0,1,0,0,0,0,1,0,1
280,2016,32227,22.74,796.0,47.3,5.0,3.26,0,0,0,0,1,1,0,0,0,0,1,0,1
281,2011,55000,17.0,1497.0,118.0,5.0,4.21,0,0,0,0,1,1,0,0,0,0,1,0,1
282,2018,11287,12.07,2967.0,241.4,7.0,70.36,0,1,0,0,0,1,0,0,0,0,1,1,0
283,2009,48000,17.0,1896.0,105.0,5.0,2.95,0,1,0,0,0,0,0,1,0,0,1,1,0
284,2012,54308,17.1,1591.0,121.3,5.0,4.28,0,0,0,0,1,1,0,0,0,0,1,0,1
285,2009,78442,16.8,1497.0,118.0,5.0,3.57,0,0,0,0,1,1,0,0,0,0,1,1,0
286,2013,46000,21.9,1396.0,88.8,5.0,3.11,0,1,0,0,0,1,0,0,0,0,1,0,1
287,2014,45051,15.0,1396.0,98.6,5.0,5.96,0,0,0,0,1,1,0,0,0,0,1,1,0
288,2011,69000,20.54,1598.0,103.6,5.0,4.7,0,1,0,0,0,1,0,0,0,0,1,0,1
289,2014,49000,17.4,1497.0,117.3,5.0,6.9,0,0,0,0,1,1,0,0,0,0,1,0,1
290,2018,45000,22.95,1248.0,74.0,5.0,5.25,0,1,0,0,0,1,0,0,0,0,1,0,1
291,2015,64000,18.48,1995.0,177.0,5.0,28.0,0,1,0,0,0,1,0,0,0,0,1,1,0
292,2009,60000,18.9,1061.0,67.0,5.0,1.35,0,0,0,0,1,1,0,0,0,0,1,0,1
293,2015,62178,18.2,1199.0,88.7,5.0,4.85,0,0,0,0,1,1,0,0,0,0,1,0,1
294,2012,58006,15.0,1896.0,105.0,5.0,6.7,0,1,0,0,0,1,0,0,0,0,1,0,1
295,2010,74000,20.36,1197.0,78.9,5.0,3.1,0,0,0,0,1,1,0,0,0,0,1,0,1
296,2015,77771,19.27,2143.0,170.0,5.0,18.64,0,1,0,0,0,1,0,0,0,0,1,1,0
297,2012,45275,20.36,1197.0,78.9,5.0,2.8,0,0,0,0,1,1,0,0,0,0,1,0,1
298,2016,48000,13.68,2393.0,147.8,7.0,20.25,0,1,0,0,0,1,0,0,0,0,1,0,1
299,2015,31652,17.68,1968.0,174.33,5.0,26.78,0,1,0,0,0,1,0,0,0,0,1,1,0
300,2010,109000,12.99,2494.0,100.6,7.0,8.26,0,1,0,0,0,0,0,1,0,0,1,0,1
301,2015,31978,16.47,1198.0,73.9,5.0,3.89,0,0,0,0,1,1,0,0,0,0,1,0,1
302,2011,70000,20.92,998.0,67.1,5.0,2.1,0,0,0,0,1,1,0,0,0,0,1,0,1
303,2017,15000,18.0,1497.0,117.3,5.0,12.69,0,0,0,0,1,1,0,0,0,0,1,1,0
304,2013,59138,17.0,1405.0,70.0,5.0,2.58,0,1,0,0,0,1,0,0,0,0,1,0,1
305,2014,61726,17.68,1968.0,174.33,5.0,20.77,0,1,0,0,0,1,0,0,0,0,1,1,0
306,2015,48000,17.9,2143.0,136.0,5.0,20.26,0,1,0,0,0,1,0,0,0,0,1,1,0
309,2014,77815,23.1,998.0,67.04,5.0,4.25,0,0,0,0,1,1,0,0,0,0,1,1,0
310,2017,29000,17.9,2143.0,201.15,5.0,57.0,0,1,0,0,0,1,0,0,0,0,1,1,0
311,2017,44000,12.7,2179.0,187.7,5.0,44.0,0,1,0,0,0,1,0,0,0,0,1,1,0
312,2011,108626,20.54,1598.0,103.6,5.0,3.65,0,1,0,0,0,1,0,0,0,0,1,0,1
313,2012,71791,14.0,796.0,35.0,5.0,2.05,0,0,0,0,1,1,0,0,0,0,1,0,1
314,2012,91931,18.5,1198.0,86.8,5.0,3.13,0,0,0,0,1,1,0,0,0,0,1,0,1
315,2000,158000,14.07,2956.0,83.1,7.0,1.5,0,1,0,0,0,0,0,1,0,0,1,0,1
316,2012,91183,18.0,1248.0,75.0,5.0,2.85,0,1,0,0,0,1,0,0,0,0,1,0,1
317,2012,65000,18.9,998.0,67.1,5.0,2.65,0,0,0,0,1,1,0,0,0,0,1,0,1
318,2015,88428,16.0,2179.0,140.0,7.0,10.6,0,1,0,0,0,1,0,0,0,0,1,0,1
319,2008,138000,17.1,1396.0,70.0,5.0,1.25,0,1,0,0,0,0,0,1,0,0,1,0,1
320,2018,18000,16.02,1373.0,93.7,7.0,8.25,0,0,0,0,1,1,0,0,0,0,1,0,1
321,2011,60000,11.7,2354.0,177.6,5.0,4.45,0,0,0,0,1,1,0,0,0,0,1,1,0
322,2012,48000,19.3,1248.0,73.9,5.0,3.7,0,1,0,0,0,1,0,0,0,0,1,0,1
323,2009,160000,17.8,1399.0,68.0,5.0,2.8,0,1,0,0,0,1,0,0,0,0,1,0,1
324,2008,40000,17.7,1497.0,78.0,5.0,1.8,0,0,0,0,1,1,0,0,0,0,1,0,1
325,2014,51495,17.68,1968.0,174.33,5.0,21.95,0,1,0,0,0,1,0,0,0,0,1,1,0
326,2011,30000,9.52,2993.0,313.0,4.0,49.0,0,1,0,0,0,1,0,0,0,0,1,1,0
327,2017,97430,14.75,2967.0,245.0,7.0,62.67,0,1,0,0,0,1,0,0,0,0,1,1,0
328,2008,42496,26.3,998.0,67.1,5.0,1.4,1,0,0,0,0,1,0,0,0,1,0,0,1
329,2012,83000,23.0,1396.0,90.0,5.0,5.5,0,1,0,0,0,1,0,0,0,0,1,0,1
330,2009,37000,16.95,1197.0,78.9,5.0,2.95,0,0,0,0,1,0,0,0,1,0,1,1,0
331,2016,28503,19.0,1199.0,88.7,5.0,6.86,0,0,0,0,1,1,0,0,0,0,1,1,0
332,2015,76496,25.2,1248.0,74.0,5.0,6.15,0,1,0,0,0,1,0,0,0,0,1,0,1
333,2011,79152,18.5,1197.0,82.85,5.0,3.3,0,0,0,0,1,0,0,1,0,0,1,0,1
334,2011,32000,16.47,1198.0,73.9,5.0,2.55,0,0,0,0,1,1,0,0,0,0,1,0,1
335,2009,35000,19.7,796.0,46.3,5.0,1.5,0,0,0,0,1,1,0,0,0,0,1,0,1
336,2004,105000,11.3,1794.0,125.0,5.0,2.5,0,0,0,0,1,0,0,1,0,0,1,1,0
337,2006,56000,19.7,796.0,46.3,5.0,1.4,0,0,0,0,1,0,0,1,0,0,1,0,1
338,2012,73000,21.12,1248.0,88.8,5.0,3.4,0,1,0,0,0,1,0,0,0,0,1,0,1
339,2012,38000,19.7,796.0,46.3,5.0,2.25,0,0,0,0,1,1,0,0,0,0,1,0,1
340,2013,775000,19.3,1968.0,141.0,5.0,7.5,0,1,0,0,0,1,0,0,0,0,1,1,0
341,2008,80000,11.3,1794.0,125.0,5.0,2.8,0,0,0,0,1,1,0,0,0,0,1,1,0
342,2016,24973,18.6,1197.0,81.83,5.0,7.66,0,0,0,0,1,1,0,0,0,0,1,0,1
343,2016,45000,24.3,1248.0,88.5,5.0,7.15,0,1,0,0,0,1,0,0,0,0,1,0,1
344,2010,87430,17.0,1497.0,118.0,5.0,3.5,0,0,0,0,1,1,0,0,0,0,1,0,1
345,2014,133944,18.0,1248.0,75.0,5.0,3.5,0,1,0,0,0,0,0,1,0,0,1,0,1
346,2013,57000,25.8,1498.0,98.6,5.0,3.45,0,1,0,0,0,1,0,0,0,0,1,0,1
347,2016,27904,21.1,814.0,55.2,5.0,3.55,0,0,0,0,1,1,0,0,0,0,1,0,1
348,2015,30717,21.76,1995.0,190.0,5.0,25.99,0,1,0,0,0,0,0,1,0,0,1,1,0
349,2012,80000,22.32,1582.0,126.32,5.0,5.25,0,1,0,0,0,1,0,0,0,0,1,0,1
350,2013,47304,21.02,1248.0,88.8,5.0,2.9,0,1,0,0,0,1,0,0,0,0,1,0,1
351,2005,100000,14.45,1984.0,227.0,5.0,2.05,0,0,0,0,1,1,0,0,0,0,1,1,0
352,2017,30000,24.07,998.0,67.1,5.0,3.75,0,0,0,0,1,1,0,0,0,0,1,0,1
353,2014,68000,22.7,1498.0,89.84,5.0,6.75,0,1,0,0,0,1,0,0,0,0,1,0,1
354,2011,21000,18.0,995.0,62.0,5.0,0.95,0,0,0,0,1,0,0,1,0,0,1,0,1
355,2017,21000,19.33,1999.0,177.0,5.0,52.0,0,1,0,0,0,1,0,0,0,0,1,1,0
356,2007,119000,13.1,1997.0,141.1,5.0,3.91,0,0,0,0,1,0,0,0,1,0,1,0,1
357,2019,13747,14.67,1798.0,177.46,5.0,27.3,0,0,0,0,1,1,0,0,0,0,1,1,0
358,2009,620000,20.36,1197.0,78.9,5.0,2.7,0,0,0,0,1,1,0,0,0,0,1,0,1
359,2013,70000,22.9,1248.0,74.0,5.0,3.5,0,1,0,0,0,1,0,0,0,0,1,0,1
360,2016,18000,18.5,1197.0,83.14,5.0,6.2,0,0,0,0,1,1,0,0,0,0,1,1,0
361,2011,83000,23.08,1461.0,63.1,5.0,2.75,0,1,0,0,0,1,0,0,0,0,1,0,1
362,2015,130000,23.4,1248.0,74.0,5.0,3.25,0,1,0,0,0,1,0,0,0,0,1,0,1
363,2012,63400,17.8,1399.0,67.0,5.0,3.25,0,1,0,0,0,1,0,0,0,0,1,0,1
364,2003,65000,17.3,993.0,60.0,5.0,0.65,0,0,0,0,1,1,0,0,0,0,1,0,1
365,2017,8350,13.8,1998.0,192.0,5.0,35.0,0,0,0,0,1,1,0,0,0,0,1,0,1
366,2014,45000,23.59,1364.0,67.05,5.0,3.25,0,1,0,0,0,1,0,0,0,0,1,0,1
367,2018,26200,24.7,796.0,47.3,5.0,2.9,0,0,0,0,1,1,0,0,0,0,1,0,1
368,2011,11000,18.9,796.0,47.0,5.0,2.9,0,0,0,0,1,0,0,0,1,0,1,0,1
369,2009,90000,11.0,2993.0,235.0,5.0,17.75,0,1,0,0,0,0,0,1,0,0,1,1,0
370,2015,74000,11.07,2496.0,179.5,5.0,8.25,0,0,0,0,1,0,0,1,0,0,1,1,0
371,2015,37081,18.9,1197.0,82.0,5.0,5.77,0,0,0,0,1,1,0,0,0,0,1,1,0
372,2017,39000,24.3,1248.0,88.5,5.0,9.49,0,1,0,0,0,1,0,0,0,0,1,0,1
373,2008,99000,12.07,2967.0,241.4,7.0,12.95,0,1,0,0,0,0,0,0,1,0,1,1,0
374,2015,38000,17.9,2143.0,136.0,5.0,20.0,0,1,0,0,0,1,0,0,0,0,1,1,0
375,2007,72000,16.1,796.0,37.0,4.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1
376,2015,93000,20.45,1461.0,83.8,5.0,7.1,0,1,0,0,0,0,0,1,0,0,1,0,1
377,2017,5900,21.43,1364.0,87.2,5.0,16.5,0,1,0,0,0,1,0,0,0,0,1,0,1
378,2014,25000,15.8,2148.0,170.0,5.0,26.0,0,1,0,0,0,1,0,0,0,0,1,0,1
379,2010,68000,21.1,1248.0,73.9,5.0,3.2,0,1,0,0,0,0,0,1,0,0,1,0,1
380,2017,35676,16.0,1497.0,117.3,7.0,9.48,0,0,0,0,1,1,0,0,0,0,1,1,0
381,2015,74310,24.4,1120.0,71.0,5.0,4.0,0,1,0,0,0,1,0,0,0,0,1,0,1
382,2014,59364,14.21,2143.0,203.0,5.0,26.5,0,1,0,0,0,1,0,0,0,0,1,1,0
383,2014,41380,14.8,1595.0,120.7,5.0,11.77,0,0,0,0,1,0,0,1,0,0,1,1,0
384,2017,33900,15.0,2143.0,204.0,5.0,37.0,0,1,0,0,0,1,0,0,0,0,1,1,0
385,2016,28000,17.8,1497.0,117.3,5.0,8.75,0,0,0,0,1,1,0,0,0,0,1,0,1
387,2011,93982,17.0,1497.0,118.0,5.0,3.75,0,0,0,0,1,1,0,0,0,0,1,0,1
388,2010,95000,16.2,1599.0,103.2,5.0,2.5,0,0,0,0,1,1,0,0,0,0,1,0,1
389,2017,9000,13.5,1999.0,246.74,5.0,34.5,0,0,0,0,1,1,0,0,0,0,1,1,0
390,2015,52516,18.0,1198.0,86.7,5.0,4.65,0,0,0,0,1,1,0,0,0,0,1,0,1
391,2015,20000,18.86,1598.0,122.0,4.0,32.0,0,0,0,0,1,1,0,0,0,0,1,1,0
392,2017,56451,13.5,2987.0,282.0,5.0,62.81,0,1,0,0,0,1,0,0,0,0,1,1,0
393,2014,37000,21.1,814.0,55.2,5.0,3.25,0,0,0,0,1,1,0,0,0,0,1,0,1
394,2014,17400,20.51,998.0,67.04,5.0,3.1,0,0,0,0,1,1,0,0,0,0,1,0,1
395,2011,90207,21.1,1248.0,73.9,5.0,3.91,0,1,0,0,0,1,0,0,0,0,1,0,1
396,2011,89616,16.07,1995.0,181.0,5.0,11.0,0,1,0,0,0,1,0,0,0,0,1,1,0
397,2014,85000,13.49,2179.0,138.03,5.0,3.5,0,1,0,0,0,1,0,0,0,0,1,0,1
398,2014,79271,20.38,1968.0,143.0,5.0,16.5,0,1,0,0,0,1,0,0,0,0,1,1,0
399,2012,56000,12.7,2179.0,187.7,5.0,30.0,0,1,0,0,0,1,0,0,0,0,1,1,0
400,2010,85001,12.0,2987.0,224.0,7.0,28.0,0,1,0,0,0,0,0,1,0,0,1,1,0
401,2018,12000,13.5,2477.0,175.56,7.0,28.0,0,1,0,0,0,1,0,0,0,0,1,1,0
402,2010,125000,19.7,796.0,46.3,5.0,0.92,0,0,0,0,1,1,0,0,0,0,1,0,1
403,2013,53000,14.0,1061.0,64.0,5.0,2.75,0,0,0,0,1,1,0,0,0,0,1,0,1
404,2017,34990,12.7,2179.0,187.7,5.0,53.83,0,1,0,0,0,1,0,0,0,0,1,1,0
405,2011,49768,17.01,1591.0,121.3,5.0,4.95,0,0,0,0,1,0,0,1,0,0,1,0,1
406,2013,56000,16.73,2993.0,218.0,5.0,33.5,0,1,0,0,0,1,0,0,0,0,1,1,0
407,2013,75000,14.74,2993.0,270.9,5.0,27.95,0,1,0,0,0,1,0,0,0,0,1,1,0
408,2010,57000,13.7,1798.0,157.75,5.0,7.25,0,0,0,0,1,1,0,0,0,0,1,1,0
409,2017,37542,15.73,1968.0,174.33,5.0,25.71,0,1,0,0,0,1,0,0,0,0,1,1,0
410,2014,95649,12.7,2179.0,187.7,5.0,29.67,0,1,0,0,0,1,0,0,0,0,1,1,0
411,2013,35299,14.84,2143.0,170.0,5.0,19.0,0,1,0,0,0,1,0,0,0,0,1,1,0
412,2017,28464,15.4,2179.0,120.0,7.0,13.05,0,1,0,0,0,1,0,0,0,0,1,0,1
413,2015,41000,21.76,1995.0,190.0,5.0,25.5,0,1,0,0,0,1,0,0,0,0,1,1,0
414,2017,9000,15.4,1497.0,117.3,7.0,8.5,0,0,0,0,1,1,0,0,0,0,1,0,1
415,2010,92098,16.0,2400.0,215.0,5.0,7.25,0,1,0,0,0,0,0,1,0,0,1,1,0
416,2005,5834,13.2,1495.0,94.0,5.0,0.8,0,0,0,0,1,1,0,0,0,0,1,0,1
417,2017,40250,17.19,1197.0,81.86,5.0,6.9,0,0,0,0,1,1,0,0,0,0,1,0,1
418,2018,22397,11.5,2996.0,367.0,5.0,70.99,0,0,0,0,1,1,0,0,0,0,1,1,0
419,2015,20800,21.1,814.0,55.2,5.0,2.25,0,0,0,0,1,0,0,1,0,0,1,0,1
420,2018,40322,18.9,1197.0,81.86,5.0,5.5,0,0,0,0,1,1,0,0,0,0,1,0,1
421,2013,52576,13.0,1493.0,100.0,5.0,4.35,0,0,0,0,1,1,0,0,0,0,1,0,1
422,2010,55000,16.47,1198.0,73.9,5.0,2.25,0,0,0,0,1,1,0,0,0,0,1,0,1
423,2016,47000,15.26,1798.0,187.74,5.0,24.5,0,0,0,0,1,1,0,0,0,0,1,1,0
425,2017,23163,15.29,1591.0,121.3,5.0,12.03,0,0,0,0,1,1,0,0,0,0,1,0,1
426,2011,50000,11.74,1796.0,186.0,5.0,8.5,0,0,0,0,1,0,0,1,0,0,1,1,0
427,2014,11900,16.82,1998.0,189.08,4.0,28.5,0,0,0,0,1,1,0,0,0,0,1,1,0
429,2013,37000,23.59,1364.0,67.04,5.0,5.75,0,1,0,0,0,1,0,0,0,0,1,0,1
430,2014,30000,19.4,1198.0,86.8,5.0,3.2,0,0,0,0,1,0,0,1,0,0,1,0,1
431,2018,12831,21.4,1197.0,83.1,5.0,9.89,0,0,0,0,1,1,0,0,0,0,1,1,0
432,2012,143017,20.0,1968.0,138.1,5.0,6.58,0,1,0,0,0,1,0,0,0,0,1,1,0
433,2018,13102,21.1,814.0,55.2,5.0,4.06,0,0,0,0,1,1,0,0,0,0,1,0,1
434,2019,24950,20.37,1461.0,108.45,5.0,13.37,0,1,0,0,0,1,0,0,0,0,1,0,1
435,2011,57832,16.2,2993.0,258.0,5.0,25.82,0,1,0,0,0,1,0,0,0,0,1,1,0
436,2016,34267,22.74,796.0,47.3,5.0,3.74,0,0,0,0,1,1,0,0,0,0,1,0,1
437,2015,33000,16.8,1984.0,150.0,5.0,22.0,0,1,0,0,0,0,0,1,0,0,1,1,0
438,2007,55100,18.9,998.0,67.1,5.0,1.45,0,0,0,0,1,1,0,0,0,0,1,0,1
439,2008,40000,17.7,1497.0,78.0,5.0,2.0,0,0,0,0,1,1,0,0,0,0,1,0,1
440,2017,31841,15.1,1196.0,73.0,5.0,4.7,1,0,0,0,0,1,0,0,0,1,0,0,1
441,2014,15000,13.7,1399.0,98.79,8.0,3.75,0,0,0,0,1,1,0,0,0,0,1,0,1
442,2016,82756,15.96,2523.0,62.1,7.0,7.7,0,1,0,0,0,1,0,0,0,0,1,0,1
444,2014,20600,21.1,814.0,55.2,5.0,2.6,0,0,0,0,1,1,0,0,0,0,1,0,1
445,2017,29952,13.0,1591.0,121.3,5.0,13.77,0,0,0,0,1,1,0,0,0,0,1,1,0
446,2017,15000,16.09,1598.0,103.5,5.0,7.1,0,0,0,0,1,0,0,1,0,0,1,0,1
447,2008,61938,12.9,1799.0,130.0,5.0,2.65,0,0,0,0,1,0,0,1,0,0,1,1,0
448,2014,67000,22.3,1248.0,74.0,5.0,2.5,0,1,0,0,0,1,0,0,0,0,1,0,1
449,2013,61672,16.0,2179.0,140.0,7.0,7.53,0,1,0,0,0,1,0,0,0,0,1,0,1
450,2017,26185,18.6,1197.0,81.83,5.0,7.98,0,0,0,0,1,1,0,0,0,0,1,0,1
451,2014,38000,14.16,1968.0,174.3,5.0,39.0,0,1,0,0,0,0,0,1,0,0,1,1,0
452,2011,67000,18.5,1197.0,85.8,5.0,2.25,0,0,0,0,1,0,0,1,0,0,1,0,1
453,2010,66000,13.17,1999.0,114.0,5.0,3.85,0,0,0,0,1,0,0,1,0,0,1,0,1
454,2015,80883,12.8,2494.0,102.0,7.0,13.5,0,1,0,0,0,1,0,0,0,0,1,0,1
455,2016,80219,27.62,793.0,47.0,5.0,3.5,0,1,0,0,0,1,0,0,0,0,1,0,1
456,2018,12923,25.1,1248.0,88.5,5.0,8.92,0,1,0,0,0,1,0,0,0,0,1,0,1
457,2016,86642,15.17,1968.0,181.0,5.0,20.37,0,1,0,0,0,1,0,0,0,0,1,1,0
458,2016,19235,21.76,1995.0,190.0,5.0,36.5,0,1,0,0,0,1,0,0,0,0,1,1,0
459,2016,51002,11.33,4134.0,335.2,7.0,48.91,0,1,0,0,0,1,0,0,0,0,1,1,0
460,2016,6800,18.6,1197.0,81.83,5.0,7.2,0,0,0,0,1,1,0,0,0,0,1,0,1
461,2012,82749,19.01,1461.0,108.45,5.0,5.99,0,1,0,0,0,1,0,0,0,0,1,0,1
462,2016,51000,24.4,1120.0,71.0,5.0,5.25,0,1,0,0,0,1,0,0,0,0,1,0,1
463,2014,31465,22.7,1498.0,89.84,5.0,6.5,0,1,0,0,0,1,0,0,0,0,1,0,1
464,2013,76476,16.47,1198.0,73.9,5.0,4.4,0,0,0,0,1,1,0,0,0,0,1,0,1
465,2017,14000,24.0,1120.0,70.0,5.0,4.6,0,1,0,0,0,1,0,0,0,0,1,0,1
466,2013,47000,21.12,1248.0,88.8,5.0,2.95,0,1,0,0,0,1,0,0,0,0,1,0,1
467,2011,48466,17.0,1497.0,118.0,5.0,3.26,0,0,0,0,1,1,0,0,0,0,1,0,1
468,2008,46000,17.92,1086.0,62.1,5.0,2.22,0,0,0,0,1,0,0,1,0,0,1,0,1
469,2012,162663,12.99,2494.0,100.0,7.0,10.5,0,1,0,0,0,1,0,0,0,0,1,0,1
470,2017,25142,28.09,1248.0,88.5,5.0,8.26,0,1,0,0,0,1,0,0,0,0,1,0,1
471,2013,69000,12.55,2982.0,169.0,7.0,14.45,0,1,0,0,0,1,0,0,0,0,1,0,1
473,2018,26405,12.6,1950.0,191.34,5.0,51.43,0,0,0,0,1,1,0,0,0,0,1,1,0
474,2014,45000,15.8,2148.0,170.0,5.0,23.0,0,1,0,0,0,1,0,0,0,0,1,0,1
475,2012,64284,17.72,1968.0,108.49,5.0,5.5,0,1,0,0,0,1,0,0,0,0,1,0,1
476,2015,27000,18.9,1197.0,82.0,5.0,4.5,0,0,0,0,1,1,0,0,0,0,1,0,1
477,2018,3678,18.16,1196.0,86.8,5.0,6.8,0,0,0,0,1,1,0,0,0,0,1,0,1
478,2013,21000,16.8,1395.0,138.02,5.0,8.75,0,0,0,0,1,1,0,0,0,0,1,0,1
479,2015,67000,19.87,1461.0,83.8,5.0,7.0,0,1,0,0,0,0,0,1,0,0,1,0,1
480,2015,24000,15.68,1999.0,177.0,5.0,33.5,0,1,0,0,0,0,0,1,0,0,1,1,0
481,2011,75000,20.0,1399.0,68.0,5.0,2.25,0,1,0,0,0,0,0,1,0,0,1,0,1
482,2008,179000,12.8,2953.0,156.0,7.0,4.24,0,1,0,0,0,0,0,1,0,0,1,1,0
483,2017,47198,12.55,2982.0,168.5,7.0,28.42,0,1,0,0,0,1,0,0,0,0,1,0,1
484,2012,52000,22.07,1199.0,73.9,5.0,2.75,0,1,0,0,0,1,0,0,0,0,1,0,1
485,2011,91000,23.2,1248.0,73.94,5.0,3.0,0,1,0,0,0,1,0,0,0,0,1,0,1
486,2013,60000,23.08,1461.0,63.1,5.0,3.55,0,1,0,0,0,1,0,0,0,0,1,0,1
487,2013,37873,22.32,1582.0,126.32,5.0,4.8,0,1,0,0,0,1,0,0,0,0,1,0,1
488,2011,31000,10.8,2497.0,150.0,5.0,13.5,0,0,0,0,1,1,0,0,0,0,1,1,0
489,2017,129000,11.0,2987.0,258.0,7.0,56.0,0,1,0,0,0,1,0,0,0,0,1,1,0
490,2004,78000,12.0,2354.0,187.4,5.0,3.99,0,0,0,0,1,1,0,0,0,0,1,1,0
491,2016,32000,17.01,1582.0,126.2,5.0,15.5,0,1,0,0,0,1,0,0,0,0,1,1,0
492,2010,59000,19.81,1086.0,68.05,5.0,2.32,0,0,0,0,1,0,0,1,0,0,1,0,1
493,2016,35437,20.0,2143.0,136.0,5.0,18.58,0,1,0,0,0,1,0,0,0,0,1,1,0
494,2014,98000,16.02,1373.0,93.7,7.0,5.5,0,0,0,0,1,1,0,0,0,0,1,0,1
495,2006,72000,18.7,1896.0,66.0,5.0,3.2,0,1,0,0,0,0,0,1,0,0,1,0,1
496,2015,79000,18.0,1198.0,86.7,5.0,4.0,0,0,0,0,1,1,0,0,0,0,1,0,1
497,2004,29000,17.3,993.0,60.0,5.0,1.6,0,0,0,0,1,1,0,0,0,0,1,0,1
498,2013,66012,15.5,1586.0,103.3,5.0,4.15,0,0,0,0,1,1,0,0,0,0,1,0,1
499,2014,35000,16.5,1198.0,86.8,5.0,4.25,0,0,0,0,1,1,0,0,0,0,1,1,0
500,2011,75000,18.9,998.0,67.1,5.0,2.6,0,0,0,0,1,1,0,0,0,0,1,0,1
501,2008,80000,12.1,2362.0,164.7,5.0,3.43,0,0,0,0,1,0,0,1,0,0,1,1,0
502,2012,32717,18.6,1199.0,79.4,5.0,2.55,0,0,0,0,1,1,0,0,0,0,1,0,1
503,2017,25000,12.55,2982.0,168.5,7.0,32.0,0,1,0,0,0,1,0,0,0,0,1,1,0
504,2014,79000,22.7,1498.0,89.84,5.0,6.25,0,1,0,0,0,1,0,0,0,0,1,0,1
505,2010,86000,17.8,1248.0,75.0,5.0,3.6,0,1,0,0,0,0,0,1,0,0,1,0,1
506,2010,137000,13.5,2987.0,282.0,5.0,18.5,0,1,0,0,0,1,0,0,0,0,1,1,0
507,2015,25000,17.3,1497.0,117.3,7.0,4.25,0,0,0,0,1,0,0,1,0,0,1,0,1
508,2017,8500,18.9,1197.0,82.0,5.0,4.8,0,0,0,0,1,0,0,1,0,0,1,0,1
509,2015,34000,16.0,2179.0,140.0,7.0,13.0,0,1,0,0,0,1,0,0,0,0,1,1,0
510,2012,41629,14.83,1598.0,105.0,5.0,2.25,0,0,0,0,1,0,0,1,0,0,1,0,1
511,2009,80227,17.92,1086.0,62.1,5.0,2.3,0,0,0,0,1,1,0,0,0,0,1,0,1
512,2019,8587,15.29,1591.0,121.3,5.0,13.56,0,0,0,0,1,1,0,0,0,0,1,0,1
513,2017,30000,15.4,1997.0,120.0,7.0,12.25,0,1,0,0,0,1,0,0,0,0,1,0,1
514,2013,64186,20.5,1598.0,103.5,5.0,3.76,0,1,0,0,0,1,0,0,0,0,1,0,1
515,2015,76427,19.01,1461.0,108.45,5.0,8.58,0,1,0,0,0,1,0,0,0,0,1,0,1
